Id,price,floor,floorTotal,metroDistance,area,rooms,distanceToCentre
1266,396421120,4,6,5,233.0,5,1.5632296249743127
1267,85000000,1,6,56,190.0,4,12.709732877197203
1268,29300000,9,20,10,108.0,3,11.603936959406141
1269,123881600,33,48,16,203.0,3,12.039893110333715
1270,52800000,3,14,3,115.0,3,3.889278839702861
1271,76500000,6,14,3,148.0,3,3.889278839702861
1272,35900000,8,48,16,180.0,4,12.039893110333715
1273,24503700,2,20,10,122.0,3,11.603936959406141
1274,18011610,12,22,10,80.0,2,11.71101096638104
1275,12157605,5,22,10,54.0,1,11.71101096638104
1276,148657920,6,14,7,169.0,4,3.73856621393997
1277,32221696,5,20,10,166.0,4,11.603936959406141
1278,24000000,16,22,10,103.0,2,11.71101096638104
1279,24594150,4,22,10,124.0,3,11.71101096638104
1280,25000000,29,48,16,90.0,2,12.039893110333715
1281,33900000,9,48,16,188.0,4,12.039893110333715
1282,27540000,4,18,10,81.0,2,4.5216626908554725
1283,26860000,14,18,10,79.0,2,4.5216626908554725
1284,33500000,14,15,8,123.0,3,4.5216626908554725
1285,3600000,9,18,12,41.7,2,16.417933579670702
1286,6600000,15,15,160,56.0,2,31.124944827879965
1287,8370000,8,22,200,59.0,2,17.246171808374832
1288,90000000,9,14,2,190.0,3,8.307277144832305
1289,37164480,3,33,11,60.0,2,6.394480202929105
1290,52000000,9,11,11,147.5,4,6.394480202929105
1291,6650000,12,20,80,40.0,2,21.154568104673775
1292,5020120,1,8,120,56.1,2,23.713484375087894
1293,86717120,4,7,5,107.0,3,4.272509521268448
1294,15400000,7,18,10,53.0,1,4.5216626908554725
1295,15350000,2,18,10,47.0,1,4.5216626908554725
1296,6150000,9,25,56,34.0,1,16.397724968736203
1297,70000000,19,31,15,146.0,3,9.419262496292461
1298,439779680,4,7,9,200.0,4,2.100231010188865
1299,25863558,4,22,10,126.0,3,11.71101096638104
1300,12379055,5,20,10,55.0,1,11.603936959406141
1301,37500000,10,31,15,80.0,3,9.513236240181543
1302,12700000,11,14,6,75.0,3,13.510873210483473
1303,4496240,10,17,104,51.8,2,24.672114658589464
1304,4478690,8,14,5,29.4,2,10.188273870696257
1305,120784560,1,6,5,120.0,3,1.5632296249743127
1306,3392000,8,17,208,53.0,1,31.165391011059683
1307,3526400,11,17,208,55.1,1,31.165391011059683
1308,2836890,3,12,216,49.8,1,30.16681307584717
1309,2900000,7,12,216,44.4,1,30.16681307584717
1310,3227000,9,10,216,46.1,1,30.324167968197074
1311,70000000,15,31,15,145.0,3,9.381777453241167
1312,7200000,15,17,160,64.0,2,30.902293084426063
1313,32979261,7,20,10,158.0,4,11.603936959406141
1314,30240285,2,20,10,159.0,4,11.603936959406141
1315,17893160,2,22,10,86.0,2,11.71101096638104
1316,117000000,4,11,3,143.0,3,1.8028939485050552
1317,46000000,9,18,4,101.0,3,8.503157541797421
1318,29900000,8,13,3,60.0,2,2.595198450660615
1319,33151436,8,20,10,158.0,4,11.603936959406141
1320,26038400,5,22,10,126.0,3,11.71101096638104
1321,17893160,2,22,10,86.0,2,11.71101096638104
1322,3375960,2,17,120,42.6,1,21.7517835054515
1323,3394910,5,17,120,41.9,1,21.7517835054515
1324,17999999,16,19,7,88.6,2,4.588798205474141
1325,2650000,5,5,160,36.0,1,42.069323449375204
1326,29000000,9,12,15,108.0,3,11.603936959406141
1327,5299999,6,12,240,45.0,2,37.60466988474171
1328,5250000,6,14,240,59.0,2,30.874682964855403
1329,98000000,15,29,1,176.0,3,5.685610436518476
1330,8500000,2,11,80,77.0,2,16.623850144144015
1331,4950000,15,17,88,36.8,1,20.708799850469266
1332,3890000,3,17,80,48.0,1,21.989857632703984
1333,3750000,13,13,160,47.2,1,24.312456836005854
1334,72999000,6,21,4,156.0,4,8.404705108419183
1335,2698190,7,9,176,38.0,1,25.483755757717624
1336,3629890,7,9,176,50.0,2,25.483755757717624
1337,2913860,5,9,176,42.0,1,25.483755757717624
1338,2920720,2,9,176,41.0,1,25.483755757717624
1339,3941100,4,12,176,54.0,2,25.639895380051342
1340,4147400,3,12,176,57.0,2,25.639895380051342
1341,4168750,3,12,176,58.0,2,25.639895380051342
1342,3948210,4,12,176,55.0,2,25.639895380051342
1343,25750000,3,13,4,61.3,1,2.449393159061953
1344,11720350,16,17,80,52.9,1,11.71101096638104
1345,13517364,2,17,80,71.6,2,11.71101096638104
1346,15044200,7,17,80,72.6,2,11.71101096638104
1347,30253100,6,17,80,154.0,4,11.542407400714861
1348,31822300,5,17,80,166.0,4,11.603936959406141
1349,31253100,11,17,80,154.0,4,11.603936959406141
1350,31920000,10,17,80,158.0,4,11.603936959406141
1351,32320000,14,17,80,160.0,4,11.653105016258905
1352,32050000,8,17,80,157.0,4,11.653105016258905
1353,24578951,3,17,80,121.0,3,11.71101096638104
1354,26464600,10,17,80,125.0,3,11.653105016258905
1355,24264600,4,17,80,118.0,3,11.653105016258905
1356,11660000,3,17,80,55.0,2,11.603936959406141
1357,8100000,9,17,160,53.0,2,20.62918368770913
1358,6300000,3,5,2,43.0,2,9.898281061291804
1359,10000000,14,17,64,58.3,2,17.376621753643718
1360,7220000,2,17,56,52.0,2,14.260759341659208
1361,13000000,5,17,16,62.0,2,11.703566876473994
1362,14500000,2,18,10,54.0,1,4.5216626908554725
1363,39000000,4,4,4,120.0,3,1.505019335000721
1364,49900000,7,19,40,168.0,5,10.82573946633361
1365,173434240,3,15,13,221.0,5,3.4911110842970587
1366,1515000,5,9,128,19.7,1,24.1412286882165
1367,2547000,6,9,128,35.5,2,24.1412286882165
1368,3550000,5,22,120,32.0,1,18.991405573429482
1369,3220260,3,4,192,42.2,1,33.372287940336186
1370,2921470,4,4,192,39.6,1,33.372287940336186
1371,4334450,2,4,192,63.9,2,33.372287940336186
1372,3151610,4,4,192,40.9,1,33.372287940336186
1373,4384630,4,4,192,64.7,2,33.372287940336186
1374,4424610,4,4,192,61.7,2,33.48562821750241
1375,4372810,1,4,192,63.9,2,33.48562821750241
1376,3043290,1,4,192,41.1,1,33.48562821750241
1377,4481630,1,4,192,64.7,2,33.43707658714394
1378,2810810,1,4,192,41.6,1,33.48989186895208
1379,4064900,2,4,192,64.4,2,33.48989186895208
1380,2906290,1,4,192,43.1,1,33.48989186895208
1381,2824170,2,4,192,40.9,1,33.48989186895208
1382,3952880,4,4,192,62.3,2,33.49045177261082
1383,40500000,24,42,56,111.0,3,8.100889457858534
1384,40000000,3,5,5,110.0,3,2.208465626241027
1385,4238440,6,8,120,43.8,2,23.89631215229193
1386,3300000,8,9,280,38.0,2,23.319883112022836
1387,82000000,13,13,11,315.0,5,14.240457236475647
1388,115000000,35,37,5,207.7,4,8.045389097356157
1389,58843760,8,53,11,129.6,4,6.394480202929105
1390,136269760,21,53,11,148.9,3,6.394480202929105
1391,173434240,7,53,11,233.0,5,6.394480202929105
1392,82400000,5,33,11,123.5,3,6.394480202929105
1393,154852000,41,53,11,167.0,3,6.394480202929105
1394,115618697,43,53,11,255.7,5,6.394480202929105
1395,160000000,33,34,11,296.0,5,6.394480202929105
1396,77250000,8,45,5,155.0,4,8.045389097356157
1397,65000000,12,12,13,156.0,3,3.4399439269550536
1398,3060000,10,14,160,36.2,1,31.452831016591826
1399,5400000,7,9,12,31.5,1,11.405571032593825
1400,4249600,13,17,144,51.2,2,25.28851362340968
1401,3382000,12,14,160,35.2,1,31.452831016591826
1402,65000000,23,37,20,99.6,3,14.224087334585509
1403,190000000,4,8,7,189.9,4,1.9443911785200194
1404,5402779,5,20,8,34.2,1,11.25399417770638
1405,8190000,2,16,7,55.0,2,16.53916126673424
1406,4886910,1,17,160,62.0,2,24.408102418755167
1407,4871240,1,17,160,62.0,2,24.355930974856058
1408,4879620,2,17,160,72.0,2,24.42152424707895
1409,4348060,2,17,160,61.0,2,24.42152424707895
1410,4315190,8,17,160,60.0,2,24.42152424707895
1411,4373360,1,17,160,68.0,2,24.42152424707895
1412,5279040,2,17,160,79.0,2,24.42152424707895
1413,4677590,4,17,160,70.0,2,24.42152424707895
1414,5399090,17,17,160,78.0,2,24.42152424707895
1415,4358970,17,17,160,59.0,2,24.42152424707895
1416,4068890,1,17,160,62.0,1,24.42152424707895
1417,4117620,1,17,160,63.0,1,24.42152424707895
1418,4398670,2,17,160,65.0,2,24.42152424707895
1419,5087970,4,17,160,76.0,2,24.42152424707895
1420,3020290,5,17,160,41.0,1,24.42152424707895
1421,2861770,5,17,160,38.0,1,24.42152424707895
1422,4363990,10,17,160,64.0,2,24.42152424707895
1423,2929280,13,17,160,39.0,1,24.42152424707895
1424,2984790,16,17,160,40.0,1,24.42152424707895
1425,4777230,1,17,160,75.0,2,24.42152424707895
1426,5112640,2,17,160,77.0,2,24.42152424707895
1427,26900000,10,33,11,61.0,2,6.394480202929105
1428,79900000,9,17,5,192.0,4,8.262009159055525
1429,14200000,9,15,40,63.1,2,9.397453957632756
1430,6200000,1,9,20,37.9,2,4.905424666529829
1431,3506100,17,17,104,43.5,1,24.580491231860513
1432,14900000,15,17,7,78.0,3,15.667453679027936
1433,4290000,24,24,160,39.9,1,27.80529163371258
1434,145560880,6,11,1,155.0,3,1.5586098953006697
1435,130075680,8,9,10,135.0,4,1.9797291382428006
1436,148657920,3,8,7,166.4,2,1.9443911785200194
1437,309704000,4,8,7,234.5,4,1.9443911785200194
1439,69700000,9,19,2,140.0,3,8.307277144832305
1440,69700000,9,19,2,140.0,3,8.307277144832305
1441,17000000,17,19,56,71.0,3,10.918437161081162
1442,7300000,7,12,160,66.0,3,15.34346115125461
1443,55000000,6,8,5,121.0,3,4.85168490895358
1444,17076164,11,22,10,76.0,2,11.71101096638104
1446,2380000,10,11,40,30.0,1,40.753091034389435
1447,57000000,9,11,5,186.0,5,3.224767279644879
1448,4299000,9,9,160,59.0,2,25.483755757717624
1449,247763200,22,22,10,240.0,3,8.045389097356157
1450,9700000,2,15,5,57.0,2,7.274981471189821
1451,216792800,5,10,13,201.2,4,2.843224459907559
1452,170399141,2,8,9,131.0,3,1.795037510123682
1453,266345440,4,7,13,190.0,4,1.4401462482079053
1454,77000000,6,7,12,133.4,3,1.8407275070888476
1455,4650000,8,10,200,50.5,2,41.22397970381832
1456,50000000,16,19,26,119.4,3,6.437230928608809
1457,99000000,5,15,5,132.7,3,3.8026414090735803
1458,55000000,5,21,12,138.2,4,4.3476490709292515
1459,145000000,5,15,5,196.4,5,3.8026414090735803
1460,96627648,3,13,12,156.0,4,2.5309441176161247
1461,131175000,3,7,9,174.9,4,1.8705650072763018
1462,4300000,5,17,232,37.0,1,33.80006689097798
1463,3900000,13,14,240,56.0,2,39.58967775578643
1464,55000000,5,5,7,123.0,3,3.848972397850156
1465,55000000,5,5,7,123.0,3,3.848972397850156
1466,45000000,3,5,7,119.2,4,3.848972397850156
1467,45000000,3,5,7,119.2,4,3.848972397850156
1468,83000000,11,17,5,145.0,3,3.4911110842970587
1469,136269760,36,37,20,217.6,4,14.224087334585509
1470,142463840,36,37,20,250.1,5,14.224087334585509
1471,25000000,2,17,10,63.0,2,9.72567733050945
1472,10500000,5,9,10,64.0,3,4.913004829550518
1473,20900000,9,28,4,94.0,2,7.906414546657565
1474,3800000,19,25,40,40.2,1,22.831544772915237
1475,4050000,2,7,120,54.0,2,24.911833032161102
1476,1670000,4,9,120,18.3,1,24.911833032161102
1477,4200000,10,17,120,36.0,1,24.837597682078908
1478,88000000,4,6,3,156.0,4,1.2327026445993983
1479,3190290,12,14,168,38.6,1,25.13529277687719
1480,17500000,15,18,7,72.0,2,4.760764063014159
1481,3850000,5,5,320,60.0,3,35.66235064166874
1482,25500000,12,32,40,106.0,2,11.45190134295194
1483,125000000,8,12,5,98.0,2,3.73856621393997
1484,53000000,13,16,25,121.0,3,8.567450426372098
1485,85000000,8,8,16,108.0,3,5.383134520549233
1486,75000000,3,7,9,133.0,3,1.4860339240163407
1487,142463840,6,7,9,225.0,4,1.4860339240163407
1488,87000000,7,8,5,119.0,3,3.842403124900427
1489,216792800,6,7,9,215.0,4,1.4860339240163407
1491,398279344,6,8,7,257.2,5,1.9443911785200194
1492,46500000,4,33,16,128.0,3,14.142968052373467
1493,148657920,3,6,13,110.7,2,1.8813988841571767
1494,114000000,5,11,1,111.1,3,1.5586098953006697
1495,150454203,2,7,9,194.3,5,1.9235331371014266
1496,293475510,5,17,8,258.0,5,1.9199182727165889
1497,62000000,10,16,11,122.0,3,7.667023540088899
1498,133172720,5,7,9,178.0,4,1.9235331371014266
1499,309704000,4,6,8,249.0,5,1.822743564317096
1500,297315840,2,7,8,223.0,5,1.822743564317096
1501,41000000,2,4,14,64.0,2,1.9676367525747251
1502,117687520,3,3,8,192.7,5,1.5078257096636203
1503,80000000,11,15,2,135.0,3,8.307277144832305
1504,75000000,12,21,16,164.0,5,8.075092370436337
1505,26000000,13,21,15,56.0,2,13.982634042813368
1506,97000000,4,4,12,197.7,4,1.4972892860224019
1507,62000000,15,16,48,100.1,3,5.661524145119151
1508,238472080,1,4,7,130.0,2,1.6303814418159686
1509,167240160,4,10,1,123.7,3,1.5586098953006697
1510,69993104,5,5,10,103.5,3,4.272509521268448
1511,126978640,6,7,5,205.0,4,1.8984495611750498
1512,105299360,3,11,1,94.4,3,1.5586098953006697
1513,60392280,5,8,1,75.0,2,1.5586098953006697
1515,99000000,3,12,4,151.0,3,2.7773839855948923
1516,464556000,9,11,7,320.0,5,3.3755407715594
1517,154852000,7,12,5,150.0,4,3.7657237146023053
1518,291121760,2,6,11,156.0,3,1.6345993621524115
1519,495526400,4,6,11,272.0,3,1.5948365972658103
1520,192016480,6,7,12,210.0,5,1.4972892860224019
1521,439779680,6,10,1,368.0,5,1.5586098953006697
1522,100000000,2,6,13,108.0,4,1.7791839070656408
1523,59500000,8,15,32,145.0,4,7.206471364475075
1524,253957280,6,8,7,234.4,5,1.9443911785200194
1525,61940800,4,6,11,150.0,5,3.750946143341683
1526,185822400,4,9,9,130.0,3,1.8946292311074886
1527,86717120,3,5,7,188.0,5,1.3710014321579032
1528,48000000,14,18,8,88.7,3,3.165398296967867
1529,45000000,2,6,10,62.1,2,1.3020763646472497
1530,123881600,2,6,9,160.0,4,6.543832034140544
1531,136269760,7,16,24,193.0,5,7.022826430617616
1534,55000000,12,30,3,174.1,5,12.714841866498457
1536,198210560,3,7,10,170.0,3,1.8407275070888476
1537,123881600,7,9,9,112.0,3,1.6380903222710717
1538,26000000,9,9,12,68.0,3,2.600821667666689
1539,164452824,5,6,7,280.0,4,1.4053133013932295
1540,85478304,4,12,7,120.6,3,2.2466171298178548
1541,495526400,2,4,7,225.0,4,1.6303814418159686
1542,35000000,8,9,10,161.0,5,20.214816004903525
1543,238595962,10,11,1,187.0,4,1.5586098953006697
1544,26780000,6,8,32,93.0,2,7.363626038512127
1545,60000000,32,40,56,135.0,4,9.757059122755145
1546,43000000,16,23,32,120.0,3,9.510488928307446
1547,272539520,4,10,7,220.0,4,3.3755407715594
1548,52649680,7,8,10,108.0,4,1.475070311916873
1550,105000000,2,7,9,187.0,5,1.7321830088921488
1551,150000000,7,17,8,174.0,4,1.9199182727165889
1552,173434240,3,7,10,231.0,4,1.7034441302904997
1553,384032960,5,8,10,180.4,4,1.160908970931275
1554,252718464,9,17,8,170.0,4,1.9199182727165889
1555,70500000,3,17,14,130.0,4,4.525998937927201
1556,69500000,4,9,16,170.0,2,2.9597415790967703
1557,174945596,5,10,4,122.8,3,3.6882504311905713
1558,43854086,30,37,16,101.7,3,14.224087334585509
1560,96627648,30,37,16,223.9,5,14.224087334585509
1561,226083920,2,11,7,152.0,3,3.683818685077363
1562,61940800,11,13,24,90.0,2,8.342476358958596
1564,81018566,1,8,16,109.0,3,5.383134520549233
1566,232278000,2,8,8,182.0,4,1.5174880079803041
1567,402472950,7,11,1,273.4,4,1.5586098953006697
1568,192883651,7,12,7,173.0,4,3.683818685077363
1569,247763200,5,7,9,200.0,4,1.9235331371014266
1570,154852000,2,9,4,140.0,3,2.433944446128748
1571,123881600,4,17,5,180.0,5,3.9099732623335166
1572,154852000,8,9,5,188.2,5,1.244964803322719
1574,464556000,8,9,9,308.0,4,2.3891346894092957
1575,216792800,5,10,7,141.5,3,3.3755407715594
1576,130000000,4,8,3,241.0,5,1.4751780210693006
1578,123881600,5,11,1,145.3,3,1.5586098953006697
1579,123881600,3,11,1,152.0,3,1.5586098953006697
1580,170337200,3,11,1,165.0,3,1.5586098953006697
1581,204404640,2,6,7,145.0,3,1.3260485170167011
1582,177832037,4,7,9,198.0,4,6.543832034140544
1583,247763200,9,15,8,173.8,3,1.9199182727165889
1584,340674400,2,6,11,270.0,4,1.6345993621524115
1585,235375040,11,11,16,225.0,4,3.3952098957595465
1586,186000000,2,8,10,186.0,4,1.563677080622052
1587,13000000,14,29,16,75.3,2,13.730940196473203
1588,15000000,14,29,16,86.1,3,13.730940196473203
1589,28000000,14,29,16,161.4,5,13.730940196473203
1590,52000000,3,5,10,92.0,3,4.272509521268448
1592,247763200,9,15,6,245.0,4,3.4557877530499397
1593,42000000,14,18,24,105.0,3,12.384666446874952
1594,315898080,4,4,6,369.6,5,1.8829221755002974
1595,55746720,2,7,5,95.0,3,2.970005364736455
1596,123881600,8,10,7,220.0,5,3.0951346253092344
1599,91837010,8,16,24,233.0,5,7.022826430617616
1601,307342980,7,17,8,256.4,5,1.9199182727165889
1602,8300000,17,17,160,78.0,3,30.983170355473103
1603,5500000,2,19,80,48.0,2,21.522781532121684
1604,18500000,24,29,40,73.0,2,9.380604587304619
1605,78664816,2,7,20,100.0,3,3.128122101684106
1606,38000000,4,12,5,64.3,1,3.73856621393997
1607,4038384,1,12,12,40.4,1,19.522161273638496
1608,4052848,3,8,13,42.9,1,19.522161273638496
1609,4064550,2,12,12,39.5,1,19.522161273638496
1610,4028388,1,12,14,40.3,1,19.522161273638496
1611,3987698,7,12,12,38.1,1,19.522161273638496
1612,25508376,7,28,10,128.0,3,7.906414546657565
1613,37073520,16,28,10,151.0,3,7.906414546657565
1614,29057885,18,28,10,127.0,3,7.906414546657565
1615,20644052,4,28,10,94.0,2,7.906414546657565
1616,21547680,2,28,10,80.0,2,7.906414546657565
1617,3497700,3,18,272,37.2,1,38.33976343344056
1618,4100000,8,14,160,45.0,2,23.498397948003998
1619,3050000,3,9,160,37.3,1,33.10491948829234
1620,2664000,2,4,544,37.0,1,69.87246225969263
1621,3432000,2,4,544,52.8,2,69.9031439625313
1622,3349500,4,4,544,43.5,1,69.91883057733035
1623,64220221,2,5,10,115.2,3,2.0102455594097837
1624,101000000,5,12,5,135.6,3,3.870644446122673
1625,4498200,24,25,168,45.9,2,25.22471907164856
1626,3797410,6,17,104,43.3,2,23.989311402691996
1627,15700000,3,10,7,40.0,1,3.0951346253092344
1628,52000000,7,14,5,150.0,4,4.522748587293983
1629,39102000,12,18,10,137.2,4,4.5216626908554725
1630,23455500,9,18,10,82.3,2,4.5216626908554725
1631,33151500,5,18,10,125.1,3,4.5216626908554725
1632,34074000,12,18,10,126.2,3,4.5216626908554725
1633,33202000,8,18,10,127.7,3,4.5216626908554725
1634,16667500,8,18,10,56.5,1,4.5216626908554725
1635,43090000,11,18,10,155.0,4,4.5216626908554725
1636,5400000,9,11,35,71.5,2,35.98175013039671
1637,4500000,12,25,80,39.7,1,22.980740840624485
1638,4700000,2,9,240,64.9,3,49.345005660289985
1639,133000000,10,15,7,205.0,3,1.9498584351785653
1640,53000000,12,22,10,125.0,4,8.045389097356157
1641,1927080,7,16,272,36.4,1,31.5478112197509
1642,2012940,8,16,272,38.0,1,31.5478112197509
1643,2423690,12,16,272,45.7,2,31.5478112197509
1644,2704060,13,16,272,51.0,2,31.5478112197509
1645,58000000,4,4,6,249.0,4,2.5595911522316754
1646,146180288,5,6,7,236.0,4,1.5615745185034715
1647,2500000,5,5,160,31.0,1,35.3469496439485
1648,2913440,1,17,160,43.0,1,24.42152424707895
1649,3078070,6,17,160,42.0,1,24.42152424707895
1650,4668780,13,17,160,69.0,2,24.42152424707895
1651,3995860,10,15,168,45.1,1,25.36275093763392
1652,5291000,14,15,168,65.0,3,25.36275093763392
1653,4797000,19,25,168,58.5,2,25.36275093763392
1654,4660440,14,15,168,54.7,2,25.36275093763392
1655,4367360,6,25,168,51.2,2,25.36275093763392
1656,4311780,24,25,168,51.7,2,25.36275093763392
1657,4330100,1,25,168,53.0,2,25.36275093763392
1658,4557120,4,25,168,56.4,2,25.36275093763392
1659,3520440,2,25,168,39.6,1,25.36275093763392
1660,5380160,6,15,168,68.8,2,25.36275093763392
1661,4565200,24,25,168,56.5,2,25.36275093763392
1662,4626360,14,15,168,54.3,2,25.36275093763392
1663,92911200,8,13,5,160.0,4,3.376238619573912
1664,3699000,6,17,320,37.5,1,30.289005768899727
1665,3600000,6,9,160,58.0,3,36.96582807755738
1666,95000000,5,6,10,125.0,4,2.096313164420947
1667,2963220,1,17,240,37.7,1,30.594694452409396
1668,5408260,1,17,240,80.6,3,30.136140619903507
1669,2973870,2,15,136,33.6,1,24.4054980908157
1670,2953910,6,15,136,33.1,1,24.4054980908157
1671,2934780,1,17,136,36.5,1,24.474370247791867
1672,2944830,1,18,136,37.8,1,24.680796133706732
1673,1600000,15,17,440,28.8,1,49.780351027568464
1674,2900000,16,16,120,34.6,1,21.2573872119343
1675,3227273,12,15,160,31.7,1,31.431941748112635
1676,3072204,12,15,160,30.5,1,31.510716260843584
1677,32500000,6,22,10,118.0,3,11.71101096638104
1678,35000000,3,20,24,105.0,3,12.215378399061624
1679,69618362,3,6,5,177.0,4,2.2795535945395056
1680,75000000,3,18,10,136.0,3,3.0739407100303624
1681,32500000,6,22,10,118.0,3,11.71101096638104
1682,8300000,7,12,160,77.4,3,31.09102301367473
1683,10500000,29,30,40,48.0,1,9.433618317108143
1684,4350560,3,4,192,61.7,2,33.372287940336186
1685,5800000,1,12,7,45.0,2,17.21046135004945
1686,80000000,8,22,10,157.0,3,10.409692849726515
1687,2480000,12,17,160,36.0,1,31.376490403352253
1688,3080935,7,16,176,44.3,1,23.234306592736303
1689,3800000,4,18,24,32.7,1,10.951068505176126
1690,3800000,5,18,24,32.2,1,10.951068505176126
1691,2409660,7,17,160,40.0,1,31.548411630548017
1692,3800000,9,18,24,32.7,1,10.951068505176126
1693,38600000,6,14,12,110.0,3,8.075092370436337
1694,31800000,26,32,15,165.0,4,11.45190134295194
1695,30000000,4,4,15,73.0,3,7.244323054875816
1696,2407680,5,17,160,40.0,1,31.548411630548017
1697,3557307,17,17,120,62.6,2,31.548411630548017
1698,3094835,7,17,176,44.5,1,23.234306592736303
1699,3095400,8,17,176,44.2,1,23.234306592736303
1700,77450000,2,6,9,180.0,4,2.3221998798673256
1701,3700000,12,24,200,42.0,1,18.823080372722824
1702,16198360,15,17,12,118.0,4,15.523275607023075
1704,100344096,4,7,10,108.0,2,1.6380903222710717
1705,25000000,6,8,16,60.0,2,2.324920540753404
1706,9500000,2,18,15,41.0,1,6.827114080577142
1707,3396000,6,17,168,40.0,1,25.11031575290706
1708,3448590,1,17,168,41.7,1,25.11031575290706
1709,3569070,17,17,168,43.9,1,25.11031575290706
1710,4101760,1,14,168,46.4,1,25.13529277687719
1711,3108010,9,17,168,42.4,1,25.056588459703214
1712,3121070,5,17,168,42.6,1,25.056588459703214
1713,3287620,6,17,168,44.0,1,25.056588459703214
1714,3323690,1,17,168,44.6,1,25.056588459703214
1715,4069080,7,12,88,38.1,1,19.522161273638496
1716,4682120,10,14,5,31.4,2,10.188273870696257
1717,9000000,12,17,160,86.0,3,30.845232001901746
1718,2590000,4,12,160,31.0,1,25.639895380051342
1719,2957300,2,12,120,34.8,1,25.621862279370422
1720,4290000,2,20,160,38.0,1,19.206493114440992
1722,7200000,17,19,15,38.0,1,9.172128825481725
1723,18900000,7,25,10,48.0,1,5.765180386932847
1724,18500000,6,25,10,56.4,1,5.765180386932847
1725,68134880,5,6,3,137.0,4,1.3515996544013786
1726,7700000,3,17,10,54.0,2,17.260658692663124
1727,8900000,7,17,160,81.3,3,27.43419424706563
1728,20730000,2,14,24,69.1,2,7.392861648607295
1729,2450000,2,5,400,38.6,1,50.14803826103384
1730,58000000,9,9,3,125.0,3,1.912127175671693
1731,211965000,1,3,5,326.1,5,1.4574610583960448
1732,7500000,15,18,80,37.2,1,8.946386492789793
1733,211965000,1,3,5,326.1,5,1.4574610583960448
1734,37500000,21,32,40,155.0,3,11.45190134295194
1735,59000000,5,17,5,117.0,3,3.9099732623335166
1736,4900000,8,14,232,72.0,3,38.451239044653555
1737,2900000,12,16,120,34.4,1,21.2573872119343
1738,6990000,5,5,30,30.8,1,7.816097895297205
1739,3250000,4,12,192,44.0,1,34.71900746678323
1740,4100000,5,12,192,59.5,2,34.71900746678323
1741,3100000,4,12,192,42.3,1,34.71900746678323
1742,3100000,4,12,192,42.4,1,34.71900746678323
1743,1999000,3,5,480,58.0,3,83.96111413437012
1744,7200000,9,12,80,36.0,1,8.892818989462597
1745,6100000,2,12,80,48.0,2,14.307139842906807
1746,5429600,4,8,120,57.3,2,23.738830459584477
1747,4097010,7,8,120,37.5,1,23.89631215229193
1748,4550000,4,16,320,84.0,3,65.03163067919533
1749,110000000,5,5,14,204.0,5,2.1197696108386266
1750,7650000,14,16,9,34.0,1,7.535252878773504
1751,77426000,3,6,10,120.0,3,1.336631313858486
1752,28500000,2,3,7,89.0,2,7.886049919917672
1753,5400000,3,9,80,52.0,3,18.846950586232637
1756,5700000,11,17,56,38.0,1,22.135097206607785
1757,3500000,1,5,240,46.2,2,32.6888629869835
1758,3080000,11,17,240,47.2,2,41.718643395079596
1759,16850000,8,9,3,59.6,2,2.645305581710466
1760,3400000,9,9,128,33.7,1,34.884676622392846
1761,4400000,2,9,120,54.0,2,39.33767753415987
1762,169377118,5,12,5,182.3,4,4.102181152918271
1763,80000000,2,7,8,103.0,2,1.043150689418912
1764,17700000,2,6,10,54.0,2,1.2621512318702197
1765,10400000,17,19,40,52.0,1,9.313371258391001
1766,4000000,14,17,120,46.0,1,28.26642257787584
1767,27768312,4,28,10,136.0,3,7.906414546657565
1768,64850000,6,14,5,105.0,4,1.0186272619607488
1769,2559890,6,9,176,36.0,1,25.483755757717624
1770,41000000,2,6,3,90.0,3,2.2694920349893755
1771,2897750,15,16,64,33.5,1,19.275858206836155
1772,4100000,4,5,120,58.0,2,24.431504816110998
1773,79284224,8,13,13,160.0,4,3.376238619573912
1774,4150000,17,18,120,43.1,1,28.970758872707165
1775,37000000,7,7,10,180.1,3,4.6160779872242435
1776,30000000,4,5,7,60.4,2,1.3194924630056488
1777,100622830,2,8,5,108.3,2,1.6380903222710717
1778,193255296,2,8,5,208.0,4,1.6380903222710717
1779,2550000,3,4,40,44.0,2,30.384599608264466
1780,142463840,4,8,5,188.0,3,2.391859086945467
1781,61940800,2,8,20,124.0,3,2.391859086945467
1782,80000000,5,8,20,180.0,4,2.391859086945467
1783,69000000,3,5,10,118.3,4,2.6653948793981916
1784,16122755,8,22,12,69.7,2,3.2720941222027684
1785,108520282,10,57,13,147.0,4,8.045389097356157
1786,8650000,10,22,6,38.3,1,17.47157427098018
1787,6600000,3,3,160,61.3,2,30.32486420555237
1788,5450000,4,9,4,33.0,1,13.90789578888044
1789,3100000,3,5,120,41.0,1,24.493051328747896
1790,86500000,5,7,10,134.0,3,2.7754412235093158
1791,12700000,17,20,3,65.0,2,6.1478504665438
1792,75000000,12,18,5,130.3,4,3.842403124900427
1794,58000000,12,23,15,143.2,4,6.406676414323131
1795,8500000,4,23,7,45.1,1,4.6578737453187
1796,5000000,9,17,10,30.2,1,15.523275607023075
1797,50000000,14,20,5,92.0,3,3.116155612764339
1798,19700000,18,23,20,85.0,2,10.80045048488256
1799,38100000,18,37,12,118.0,4,14.224087334585509
1800,15000000,5,15,15,76.0,3,12.92336848431163
